ticket_id,order_id,pax_id,merchant_id,merchant_name,brand_name,merchant_segment,ticket_type,phoenix_disposition,rna_amount_sgd,ItemName,ItemQuantity,ItemPriceInMinorUnits,TotalRefundPriceInMin,entity_id,entity_type,max_predict_gmv,min_predict_gmv,avg_predict_gmv,latest_predict_gmv,avg_gmv_percentile,max_predict_revenue,min_predict_revenue,avg_predict_revenue,latest_predict_revenue,avg_revenue_percentile,max_predict_profit,min_predict_profit,avg_predict_profit,latest_predict_profit,avg_profit_percentile,extracted_text,description,date_local
576057817,148528360-C6NYRXBGA4KUWA,148528360,SGDD09009,Shihlin Taiwan Street Snacks - Jurong Point,Shihlin Taiwan Street Snacks,Enterprise,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,13.9,Handmade Oyster Mee Sua Value Set,1,1390,1390,148528360,PAX_ID,24.28,24.14,24.23333333,24.28,0.8184,5.03,5.01,5.02,5.01,0.812,-1.29,-1.3,-1.293333333,-1.29,0.0119, The value set came with a sweet potato but apparently is was not inside. Kindly please check. ,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is not sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: 1X  Handmade Oyster Mee Sua Value Set  Description: The value set came with a sweet potato but apparently is was not inside. Kindly please check. ,28/6/24
570797811,363420999-C6NBNUKYRLMFRE,363420999,4-C6MEACMWCY4JV6,Jollibee - Anchorvale Village,Jollibee,Enterprise,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,0.3,,0,0,0,363420999,PAX_ID,108.13,99.4,104.42,108.13,0.9555,21.21,20.31,20.67666667,21.21,0.9567,9.21,8.34,8.646666667,8.39,0.9605, I’m missing one drink as shown in the photo,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: 2 pcs Chickenjoy with Jolly Spaghetti & Drink (D). Spicy1X  Heaven & Earth Ice Lemon Tea  Medium.  Description: I’m missing one drink as shown in the photo,12/6/24
568590792,74479508-C6MYSEDAEBMALA,74479508,4-C3DYRUNKEFNWR6,YouFu Fried Hokkien Prawn Noodle - Woodlands Dew,YouFu Fried Hokkien Prawn Noodle,Micro,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,9.5,Fried Hokkien Prawn Mee 福建面,1,840,840,74479508,PAX_ID,70.32,70.31,70.31333333,70.31,0.9293,17.69,17.69,17.69,17.69,0.9456,2.64,2.64,2.64,2.64,0.8465, I ordered 3 hokkien noodles but only received 2,Is your order for delivery to a Recipient in another country?: No  Description: I ordered 3 hokkien noodles but only received 2,5/6/24
568266247,4471913-C6MXV3JZC7XDNE,4471913,4-C6A1J6CXTTWZR2,Steamed Society - Yishun Avenue 11,Steamed Society,Small,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,3,,,,,4471913,PAX_ID,151.29,141.67,145.7833333,141.67,0.9778,16.94,16.08,16.46,16.36,0.9404,6.24,5.58,5.92,5.58,0.9344, Missing steam egg in my order. ,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: Value Combo B 蒸饭套餐 B1X  (SD6) Steamed Egg 蒸水蛋  Description: Missing steam egg in my order. ,4/6/24
567178934,17529965-C6MVEUDEAFXAL6,17529965,4-C3W3RAD2PCAWAE,OK Chicken Rice - Nordcom Two,OK Chicken Rice,Medium,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,1.5,Rice Only (Chicken),1,150,150,17529965,PAX_ID,127.89,126.66,127.2966667,127.89,0.9684,24.76,24.13,24.46666667,24.51,0.9692,-0.75,-0.96,-0.846666667,-0.96,0.0163, Missing 1 box of rice. There should be 2.,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: 1X  Rice Only (Chicken)  Description: Missing 1 box of rice. There should be 2.,1/6/24
569327521,2300378-C6M1NJXJELLWVT,2300378,4-C2VKLADUEBCECX,Stuff'd - Tiong Bahru Plaza,Stuff'd,Enterprise,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,3.5,Nacho Chips,1,350,350,2300378,PAX_ID,160.9,159,160.1166667,159,0.9904,28.97,28.9,28.94333333,28.97,0.9932,12.96,12.91,12.92666667,12.96,0.9934, Nancho Chips order missing.Receipt was torn.,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: 1X  Nacho Chips  Description: Nancho Chips order missing.Receipt was torn.,7/6/24
569279830,3948844-C6M1LGEBEKW3CE,3948844,4-CY3TEK3ETNNKTE,Burger King - Sembawang Shopping Centre,Burger King,Enterprise,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,6.5,Chicken Fries with Truffle Mayo,1,650,650,3948844,PAX_ID,146.46,138.08,141.95,146.46,0.9757,26.1,24.11,24.93333333,24.59,0.9708,2.8,2.35,2.566666667,2.8,0.8424, Only 2 x chicken fries has been delivered,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: 1X  Chicken Fries with Truffle Mayo  Description: Only 2 x chicken fries has been delivered,7/6/24
569385903,45287987-C6M1RX2HNT4VEJ,45287987,4-CYLJWGNJKEBUVJ,D'Rubinah - Sembawang Springs Estate,D'Rubinah,Small,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,4,Cheese and Egg Prata,1,400,400,45287987,PAX_ID,106.92,96.92,103.2133333,106.92,0.9548,20.77,20.33,20.60666667,20.77,0.9564,6.35,5.51,6,6.14,0.9355,I only received one order . My other set ofprata is missing ,"What would you like us to do for you?: I want Grab to review my case & get back to me  How was the packaging provided?: Delivery-friendly, eg: sealed cups or wrapped containers  Is your order for delivery to a Recipient in another country?: No  Describe your issue: preparation  Affected items: 1X  Cheese and Egg Prata  Please describe the issue with the item: I only received one order . My other set ofprata is missing ",7/6/24
568831554,2306933-C6MZJ8E3ACLUN2,2306933,SGDD04964,McDonald's - Yishun Safra,McDonald's,Enterprise,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,9.8,McNuggets® (9pc) Upsized Meal,0,1090,0,2306933,PAX_ID,160.13,159.72,159.9366667,159.72,0.9899,28.99,28.9,28.95,28.99,0.9935,12.93,12.58,12.79333333,12.93,0.9909, The fries came with no shaker ,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: McNuggets® (9pc) Upsized Meal1X  Roasted Sesame & Seaweed McShaker FriesMcSpicy® with Cheese Upsized Meal1X  Roasted Sesame & Seaweed McShaker Fries  Description: The fries came with no shaker ,6/6/24
567126803,1191892-C6MVC2KVV4BKCN,1191892,SGDD04963,McDonald's - Bukit Gombak,McDonald's,Enterprise,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,3.9,Hershey’s McFlurry®,1,390,390,1191892,PAX_ID,51.13,49.34,49.97,49.34,0.9001,9.27,8.15,8.753333333,9.27,0.8836,3.61,3.06,3.38,3.47,0.8786, Missing item and did not receive,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: 1X  Hershey’s McFlurry®  Description: Missing item and did not receive,1/6/24
567289480,57679530-C6MVJPBXACAJNE,57679530,SGDD04998,McDonald's - Jurong Point,McDonald's,Enterprise,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,4.9,Filet-O-Fish® Upsized Meal,0,865,0,57679530,PAX_ID,68.84,57.93,61.73333333,58.43,0.9189,7.31,6.8,7.106666667,7.31,0.8594,0.52,0.15,0.3,0.15,0.4394, Missing seaweed shaker,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: Filet-O-Fish® Upsized Meal1X  Roasted Sesame & Seaweed McShaker Fries  Description: Missing seaweed shaker,1/6/24
572112440,112403781-C6NFARBYJ2NZRX,112403781,4-CYN2GYVXBE2JR2,Old Chang Kee - Jurong Point Shopping Centre,Old Chang Kee,Medium,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,7.4,Curry Chicken Rice,1,740,740,112403781,PAX_ID,120.11,119.02,119.5633333,120.11,0.9645,15.37,15.27,15.32666667,15.34,0.935,6.16,6.15,6.153333333,6.16,0.9375,"The curry chicken did not deliver as my order , kindly refund.","What would you like us to do for you?: I want Grab to review my case & get back to me  How was the packaging provided?: Delivery-friendly, eg: sealed cups or wrapped containers  Is your order for delivery to a Recipient in another country?: No  Describe your issue: instruction  Affected items: 1X  Curry Chicken Rice  Please describe the issue with the item: The curry chicken did not deliver as my order , kindly refund.",16/6/24
570596890,6109548-C6NBACBJANC3TT,6109548,4-C6C3BBWKCGMWJN,Mixue - Tampines MRT Station (Ew2),Mixue,Micro,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,0.5,Ice Cream Milk Tea 冰淇淋奶茶,0,420,0,6109548,PAX_ID,160.98,160.39,160.7433333,160.98,0.9929,28.99,28.9,28.96,28.99,0.9939,13,12.64,12.88,13,0.9924,The pearl is missing,"What would you like us to do for you?: I want Grab to review my case & get back to me  How was the packaging provided?: Delivery-friendly, eg: sealed cups or wrapped containers  Is your order for delivery to a Recipient in another country?: No  Describe your issue: instruction  Affected items: Ice Cream Milk Tea 冰淇淋奶茶1X  Ice Cream Milk Tea 冰淇淋奶茶1X  Pearl 珍珠  Please describe the issue with the item: The pearl is missing",11/6/24
570866056,1018794-C6NBR3XVLZAJHA,1018794,4-C2UGC6VERYCCMA,KFC - Punggol Oasis Terraces,KFC,Enterprise,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,1.25,,0,0,0,1018794,PAX_ID,161,160.97,160.99,161,0.996,29,29,29,29,0.997,12.99,12.95,12.97333333,12.95,0.9951, Redbull missing. They gave coke which I didn't order ,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: 2 Piece Chicken Meal1X  Red Bull Sugar Free  Description: Redbull missing. They gave coke which I didn't order ,12/6/24
572103086,4738093-C6NFAU4UUE5HNX,4738093,4-C3WWTXV3NF4HCX,McDonald's - Bukit Batok West,McDonald's,Enterprise,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,3,Breakfast Wrap Chicken Ham Meal,0,800,0,4738093,PAX_ID,160.99,160.04,160.6633333,160.99,0.9925,29,28.99,28.99666667,28.99,0.9964,8.37,7.71,8.043333333,8.37,0.9559, Missing hashbrown ,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: Breakfast Wrap Chicken Ham Meal1X  Hashbrown™  Description: Missing hashbrown ,16/6/24
569793944,29182100-C6M3AJA1J6EHBE,29182100,4-C6AXGAXGGUWCN2,Springleaf Prata Place - E!Hub@Downtown East,Springleaf Prata Place,Small,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,4.8,COIN PRATA,1,480,480,29182100,PAX_ID,118.8,110.35,114.7166667,118.8,0.9619,22.98,22.59,22.76333333,22.59,0.9636,3.46,3.37,3.406666667,3.46,0.8795, Coin prata was not in the bag ,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is not sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: 1X  COIN PRATA  Description: Coin prata was not in the bag ,9/6/24
568899033,1997193-C6MZNGJ3UETFEA,1997193,4-C2BBEBVCFF3WTE,Ayam Penyet President - The Midtown,Ayam Penyet President,Enterprise,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,19.4,Ayam Penyet,2,870,1740,1997193,PAX_ID,161,161,161,161,0.9968,29,29,29,29,0.997,10.82,7.55,8.893333333,8.31,0.9624, Hais ! AGAIN MISSING ITEM !!!!! WHY ALWAYS SAME THING HAPPEN AGAIN AND AGAIN ????!!!!!!!!!!! X2 AYAM PENYET X2 RICE ,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is not sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: Ayam Penyet2X  Ayam Penyet2X  Steamed Rice2X  Extra Crumps2X  NO Vegetables2X  NO Tomato2X  All Tofu2X  Steamed Rice  Description: Hais ! AGAIN MISSING ITEM !!!!! WHY ALWAYS SAME THING HAPPEN AGAIN AND AGAIN ????!!!!!!!!!!! X2 AYAM PENYET X2 RICE ,6/6/24
569338344,334780323-C6M1L2XVEGAKLA,334780323,SGDD09105,Wingstop - Our Tampines Hub,Wingstop,Enterprise,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,2.9,,0,0,0,334780323,PAX_ID,118.91,112.66,116.07,112.66,0.9626,27.85,26.3,27.14666667,26.3,0.9792,10.12,8.07,8.92,10.12,0.9626, i received all my items excluding the 2 normal size ranch sauch and one large ranch sauce,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: 6 Piece Classic Wings Combo1X  Ranch8 Piece Boneless Wings Combo1X  Ranch8 Piece Classic Wings Combo1X  Ranch (Large)  Description: i received all my items excluding the 2 normal size ranch sauch and one large ranch sauce,7/6/24
567814543,2391561-C6MWVKTKCELZV6,2391561,SGDD04946,McDonald's - North Point,McDonald's,Enterprise,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,4.9,Chicken McCrispy® (2pc) Honey Soy Upsized Meal,0,1125,0,2391561,PAX_ID,121.35,118.4,119.7566667,119.52,0.9646,23.02,22.34,22.74,23.02,0.9635,4.53,4.19,4.326666667,4.19,0.9053, There is no roasted sesame n seweed shacker ,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: Chicken McCrispy® (2pc) Honey Soy Upsized Meal1X  Roasted Sesame & Seaweed McShaker Fries  Description: There is no roasted sesame n seweed shacker ,3/6/24
575706622,12083714-C6NXR651NBC3UA,12083714,4-C36YN7KZAYX2AT,ABC Express - Admiralty Place,ABC Express,Medium,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,2.3,Mutton Murtabak,0,1000,0,12083714,PAX_ID,160.88,160.3,160.67,160.88,0.9925,29,28.88,28.95666667,28.99,0.9937,12.53,12.23,12.36333333,12.53,0.9863,There is no mozarella cheese which I had added  ,"What would you like us to do for you?: I want Grab to review my case & get back to me  How was the packaging provided?: Delivery-friendly, eg: sealed cups or wrapped containers  Is your order for delivery to a Recipient in another country?: No  Describe your issue: preparation  Affected items: Mutton Murtabak1X  Add Mozzarella  Please describe the issue with the item: There is no mozarella cheese which I had added  ",27/6/24
573326977,349783847-C6NJAEDEL2WJE6,349783847,4-CY3KMB4FTCMXLE,Pizza Hut - Jurong Point Shopping Centre,Pizza Hut,Enterprise,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,3,,,,,349783847,PAX_ID,160.98,160.66,160.8633333,160.95,0.9939,28.99,28.95,28.96666667,28.96,0.9942,7.4,6.62,7.116666667,7.4,0.948, missing garlic bread,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: My Box1X  Garlic Bread  Description: missing garlic bread,19/6/24
574046126,20181854-C6NTECKXRYBTSE,20181854,4-C3LBMBWAVREJAN,KFC - Junction Nine,KFC,Enterprise,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,0.9,,0,0,0,20181854,PAX_ID,156.57,138.1,144.8966667,156.57,0.9773,28.62,27.77,28.12666667,28.62,0.9841,11.67,11.65,11.66,11.67,0.9812, An ice milo is missing in the order,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: Waffle & Chicken Platter Meal1X  Iced Milo Regular  Description: An ice milo is missing in the order,22/6/24
573772632,4841298-C6NKJAUZRUJVG2,4841298,4-C2THE65CBFXXFA,Subway - Tuas Bay Drive,Subway,Enterprise,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,5.4,,0,0,0,4841298,PAX_ID,80.62,66.66,75.31666667,80.62,0.9344,14.35,12.43,13.35333333,14.35,0.9237,3.44,1.85,2.676666667,2.74,0.8486, Did not receive these cookies ,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: Cookies-3 Pieces1X  Cookies-3 Pieces1X  Chocolate Chip1X  Oatmeal Raisin1X  Chocolate Chip  Description: Did not receive these cookies ,21/6/24
567152527,16680996-C6MVDBWWJTL3GJ,16680996,SGDD08351,McDonald's - Bedok Reservoir,McDonald's,Enterprise,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,3,,,,,16680996,PAX_ID,86.83,84.76,85.89,84.76,0.9433,18.31,16.78,17.67666667,16.78,0.9456,9.35,7.79,8.72,7.79,0.9611, Missing 2 cup corns from the happy meal order,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: Chicken McNuggets® (4pc) Happy Meal®2X  Corn Cup (3oz)  Description: Missing 2 cup corns from the happy meal order,1/6/24
572971801,18566017-C6NHARLCGFU3JN,18566017,SGDD10142,Rasa Istimewa Restaurant - Woodlands Waterfront,Rasa Istimewa Restaurant,Medium,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,10.8,ST2. Beef (Lembu) (10 Sticks),1,1080,1080,18566017,PAX_ID,52.54,49.94,51.57666667,52.25,0.903,10.4,10,10.2,10.2,0.8993,0.42,0.11,0.313333333,0.11,0.4496, I order 2 set of beef satay but only received one set,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: 1X  ST2. Beef (Lembu) (10 Sticks)  Description: I order 2 set of beef satay but only received one set,18/6/24
569641661,88203144-C6M2JRKJVRAHAE,88203144,4-CY3DJRKERJ3TCA,Tenderbest - Tampines Street 81,Tenderbest,Medium,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,3.5,E2 Signature Coleslaw (Small),1,350,350,88203144,PAX_ID,161,161,161,161,0.9968,29,29,29,29,0.997,12.98,8.85,11.59666667,8.85,0.9808, Coleslaw was not delivered ,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: 1X  E2 Signature Coleslaw (Small)  Description: Coleslaw was not delivered ,8/6/24
571959628,171818048-C6NEJ6DUV7VGJ6,171818048,4-C3MVRCDJEJNXGJ,Jollibee - Vivo City,Jollibee,Enterprise,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,3,,,,,171818048,PAX_ID,22.89,22.38,22.72,22.89,0.81,3.77,3.77,3.77,3.77,0.7678,0.54,0.51,0.53,0.51,0.5577, I have received the sandwich of my A3 meal but missing a piece of Chickenjoy,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is not sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: A3 Meal for One (D)1X  Chickenjoy Only Spicy.  Description: I have received the sandwich of my A3 meal but missing a piece of Chickenjoy,15/6/24
573184865,166884280-C6NHRJXKL6MKBE,166884280,4-C2EVGKC3ME2XVX,PastaMania - Tampines Mall,PastaMania,Medium,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,3,Treat For One,0,2000,0,166884280,PAX_ID,157.53,111.9,142.1733333,157.53,0.9758,28.91,26.1,27.84666667,28.53,0.9824,12.99,12.85,12.91333333,12.9,0.9931, Set for 2 spaghetti which suppose to consist of honey chicken is not there for both. garlic bread catered but mushroom soup not there.,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: Treat For One1X  Honey Garlic ChickenTreat For One1X  Honey Garlic ChickenSoup Set1X  D-Cream of Mushroom  Description: Set for 2 spaghetti which suppose to consist of honey chicken is not there for both. garlic bread catered but mushroom soup not there.,19/6/24
573910021,2715622-C6NKNPW3GK4ZL2,2715622,4-C3DGJYEANFMFRA,Jollibee - Nordcom II,Jollibee,Enterprise,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,5.8,Jolly Spaghetti,1,580,580,2715622,PAX_ID,160.96,123,148.2666667,123,0.9792,29,25.89,27.96333333,29,0.9831,4.68,4.25,4.406666667,4.29,0.9072, missing spaghetti ,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: 1X  Jolly Spaghetti  Description: missing spaghetti ,21/6/24
567819908,668341-C6MWVFTGLPKTPA,668341,4-C4DWGAKFEFVYPA,Rivervale Plaza - Mix & Match,,Micro,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,4.2,,,,,668341,PAX_ID,161,160.96,160.9866667,161,0.9959,28.99,28.01,28.56666667,28.99,0.9874,8.51,8.24,8.416666667,8.5,0.9588, Missing oyster veggie from the chicken rice set ,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is not sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: White Chicken Rice with Vegetable 白鸡饭和菜1X  Oyster Sauce Vegetable 油菜  Description: Missing oyster veggie from the chicken rice set ,3/6/24
574676515,269207558-C6NUV4MYTXU2G2,269207558,4-C2JDRUXEJXLYCA,Hawkerman Street Kitchen - Clementi Ave 5,Hawkerman Street Kitchen,Medium,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,17,Kampung Style Fried Rice,2,850,1700,269207558,PAX_ID,161,161,161,161,0.9968,29,29,29,29,0.997,13,13,13,13,0.9972, We order 12 but received 10 but we already ate,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: 2X  Kampung Style Fried Rice  Description: We order 12 but received 10 but we already ate,24/6/24
569967266,126880617-C6M3GX2FCCKTEJ,126880617,SGDD04933,McDonald's - Tampines Interchange,McDonald's,Enterprise,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,1.9,Apple Pie,1,190,190,126880617,PAX_ID,32.92,29.99,30.98,30.03,0.8486,6.57,6.19,6.36,6.19,0.8455,3.79,3.49,3.606666667,3.54,0.886, i didnt receive it,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: 1X  Apple Pie  Description: i didnt receive it,9/6/24
567578731,270094396-C6MWEEM3TE6VUE,270094396,4-C3BTBFDVGPAEL6,Genki Sushi - Jurong Point,Genki Sushi,Enterprise,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,2.51,Chuka Wakame GK,1,251,251,270094396,PAX_ID,161,160.72,160.8766667,160.72,0.994,29,28.99,28.99666667,29,0.9964,12.17,11.7,11.91666667,11.7,0.983, Missing the chuka wakame GK,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: 1X  Chuka Wakame GK  Description: Missing the chuka wakame GK,2/6/24
571144050,2713728-C6NCLPCCTXATLT,2713728,SGDD04956,McDonald's - REGAL,McDonald's,Enterprise,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,4.05,McChicken® with Cheese Meal,0,845,0,2713728,PAX_ID,107.03,105.39,106.3566667,105.39,0.9567,24.15,23.66,23.93333333,24.15,0.9674,9.58,8.23,9.076666667,9.58,0.9637, Only received two drinks ,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: 1X  McChicken® with Cheese Meal  Description: Only received two drinks ,13/6/24
568946511,9323203-C6MZNU4CRJJATE,9323203,4-CZCUBCLCEKAWEJ,Jollibee - Jurong Point,Jollibee,Enterprise,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,3,,,,,9323203,PAX_ID,143.58,140.01,142.29,143.28,0.9758,28.76,28.36,28.59666667,28.76,0.9877,10.41,9.98,10.13,9.98,0.9708," Total 3- Jolly Spaghetti boxes to receive, but only 2 received.","What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: Value for Two Meal B1X  Jolly Spaghetti  Description: Total 3- Jolly Spaghetti boxes to receive, but only 2 received.",6/6/24
572136339,12874555-C6NFBA4HWFBFTA,12874555,4-C3WCGE63TFCCT6,Smart City Kitchens - Sembawang,Smart City Kitchens,Small,helpcenter,P4_MISSING_ITEMS_IN_ORDER_MEX,16.85,8 Piece Classic Wings Combo,1,1685,1685,12874555,PAX_ID,64.21,61.85,63.04666667,64.21,0.9206,13.93,13.55,13.73666667,13.73,0.9261,-1.78,-1.94,-1.886666667,-1.94,0.0088, Missing order,What would you like us to do for you?: I want Grab to review my case & get back to me  Did you receive your order in secured packaging?: My order is sealed (with sticker labels or ties)  Is your order for delivery to a Recipient in another country?: No  Issue Type: missing  Affected items: 8 Piece Classic Wings Combo1X  8 Piece Classic Wings Combo1X  4 x CL Louisiana Rub (Dry rub of cayenne1X  4 x CL Lemon Pepper (A unique blend of c1X  Signature Seasoned Fries (Regular)1X  Ranch1X  Coca-Cola® Zero Sugar Can (320ml)  Description: Missing order,16/6/24
